12J0433  429092 429970 2 1  02/19/2014 1028 3 1 1 1 1 3 1 38 4 
12J0994  429475 439388 2 1  02/19/2014 1550 6 1 1 1 3 3 2 11 9 
12J1142  426308 437694 1 1  02/19/2014 1639 6 1 1 1 3 3 2 68 9 
12J1435  430951 435935 2 1  02/19/2014 1430 6 1 1 1 1 3 1 46 9 
12J1654  431884 435515 2 4  02/19/2014 2040 6 1 4 1 1 3 1 25 9 
12J1654  431884 435515 2 4  02/19/2014 2040 6 1 4 1 1 3 2 23 9 
12J1654  431884 435515 2 4  02/19/2014 2040 6 1 4 1 2 3 1 23 9 
12J1654  431884 435515 2 4  02/19/2014 2040 6 1 4 1 2 3 2 22 9 
12K0297  422145 428046 2 1  02/19/2014 1725 3 2 4 1 2 3 2 28 9 
12K0444  421474 445803 2 1  02/20/2014 1053 3 1 1 1 1 3 2 84 9 
12K0450  437041 438282 2 1  02/20/2014 1055 6 1 1 1 1 3 1 55 9 
12K0781  428776 433265 2 2  02/20/2014 1355 3 1 1 1 1 3 1 36 8 
12K0781  428776 433265 2 2  02/20/2014 1355 3 1 1 1 2 3 1 21 8 
12K0913  430683 432507 2 1  02/20/2014 1500 6 2 1 1 2 3 2 52 9 
12K1147  431889 434978 2 1  02/20/2014 1645 6 2 1 1 1 3 1 21 9 
12K1171  431384 430549 5 4  02/20/2014 1655 1 2 1 1 1 3 1 48 9 
12K1171  431384 430549 5 4  02/20/2014 1655 1 2 1 1 1 3 1 63 9 
12K1171  431384 430549 5 4  02/20/2014 1655 1 2 1 1 2 3 2 60 9 
12K1171  431384 430549 5 4  02/20/2014 1655 1 2 1 1 1 3 1 60 9 
12L0239  430945 433122 2 1  02/21/2014 807  3 1 1 1 1 2 1 45 4 
12L0539  439477 432443 2 1  02/21/2014 1530 3 1 1 1 1 3 1 21 1 
12L0561  432382 435070 2 2  02/21/2014 1205 6 1 1 1 1 3 1 32 9 
12L0561  432382 435070 2 2  02/21/2014 1205 6 1 1 1 2 3 2 31 9 
12L0945  432858 435382 2 2  02/21/2014 1535 6 1 1 1 1 3 1 25 9 
12L0945  432858 435382 2 2  02/21/2014 1535 6 1 1 1 1 3 2 23 9 
12L0965  430959 433432 1 1  02/21/2014 1545 3 1 1 1 3 3 1 15 9 
12L1445  421620 445945 1 1  02/21/2014 1950 3 2 4 5 1 3 2 55 9 
12M0056  428974 435464 1 1  02/22/2014 29   6 2 4 2 3 3 1 44 9 
12M0800  427362 431156 2 1  02/21/2014 920  3 2 4 8 1 3 1 40 1 
12M0822  430373 433481 1 1  02/22/2014 1245 6 1 1 1 3 2 2 86 11
12M1517  426773 435723 2 2  02/22/2014 1853 6 1 4 1 1 3 1 59 9 
12M1517  426773 435723 2 2  02/22/2014 1853 6 1 4 1 2 3 2 47 9 
12M1932  427423 433046 2 1  02/22/2014 2230 6 1 4 1 1 3 1 33 19
12N0893  435901 428601 1 1  02/23/2014 1300 6 1 1 1 1 3 1 80 9 
12N0997  431928 428128 1 1  02/23/2014 1435 1 1 1 1 2 3 2 4  9 
12N1293  430091 435427 1 2  02/23/2014 1545 6 2 1 9 2 3 2 44 11
12N1293  430091 435427 1 2  02/23/2014 1545 6 2 1 9 2 3 2 53 11
12N1424  435232 427614 1 2  02/23/2014 1840 6 1 6 1 1 2 1 19 9 
12N1424  435232 427614 1 2  02/23/2014 1840 6 1 6 1 2 2 1 19 9 
12N1843  429804 433477 1 1  02/23/2014 2303 6 1 4 1 3 3 1 25 8 
12O0014  426807 432112 4 1  02/24/2014 14   6 1 4 1 2 3 2 35 9 
12O0439  430066 433771 1 1  02/24/2014 1036 6 1 1 1 3 3 1 59 20
12O0947  422418 433289 1 1  02/24/2014 1510 6 1 1 1 3 3 2 11 9 
12O1071  441096 432393 2 1  02/24/2014 1605 6 1 1 1 1 2 1 13 1 
12O1082  435125 445093 3 5  02/24/2014 1605 3 1 1 1 1 3 1 37 19
12O1082  435125 445093 3 5  02/24/2014 1605 3 1 1 1 1 3 2 41 9 
12O1082  435125 445093 3 5  02/24/2014 1605 3 1 1 1 2 3 2 7  9 
12O1082  435125 445093 3 5  02/24/2014 1605 3 1 1 1 1 3 2 47 9 
12O1082  435125 445093 3 5  02/24/2014 1605 3 1 1 1 2 3 2 18 9 
12O1093  429383 434947 2 1  02/24/2014 1610 6 1 1 1 1 3 1 29 1 
12O1421  430634 433453 2 1  02/24/2014 1835 6 1 4 1 2 3 2 20 8 
12O1573  431251 445731 2 1  02/24/2014 1950 3 1 4 1 1 3 1 27 9 
12P0232  429922 427806 2 2  02/25/2014 809  6 1 1 1 1 3 1 75 9 
12P0232  429922 427806 2 2  02/25/2014 809  6 1 1 1 1 3 1 24 19
12P0236  418975 442004 1 6  02/25/2014 810  3 1 1 1 3 2 1 17 9 
12P0236  418975 442004 1 6  02/25/2014 810  3 1 1 1 3 2 1 17 9 
12P0236  418975 442004 1 6  02/25/2014 810  3 1 1 1 3 3 2 17 9 
12P0236  418975 442004 1 6  02/25/2014 810  3 1 1 1 3 3 1 12 9 
12P0236  418975 442004 1 6  02/25/2014 810  3 1 1 1 3 3 1 12 9 
12P0236  418975 442004 1 6  02/25/2014 810  3 1 1 1 3 3 1 12 9 
12P0254  423328 443471 2 1  02/25/2014 835  3 1 1 1 1 3 1 65 9 
12P0269  435573 425902 2 2  02/25/2014 846  1 1 1 1 1 3 2 43 9 
12P0269  435573 425902 2 2  02/25/2014 846  1 1 1 1 1 3 1 50 19
12P0951  430454 437507 2 2  02/25/2014 1530 6 1 1 1 1 3 1 45 9 
12P0951  430454 437507 2 2  02/25/2014 1530 6 1 1 1 2 3 1 26 9 
12P1279  429051 435525 2 1  02/25/2014 1824 6 2 4 2 1 3 2 57 9 
12Q0398  431107 433740 2 1  02/26/2014 953  2 1 1 1 1 3 2 43 9 
12Q0928  431517 434295 2 1  02/26/2014 1505 6 1 1 1 1 3 1 23 1 
12Q1027  430437 434391 2 4  02/26/2014 1545 6 1 1 1 2 3 1 28 11
12Q1027  430437 434391 2 4  02/26/2014 1545 6 1 1 1 2 3 1 45 11
12Q1027  430437 434391 2 4  02/26/2014 1545 6 1 1 1 2 3 1 8  11
12Q1027  430437 434391 2 4  02/26/2014 1545 6 1 1 1 2 3 2 6  11
12Q1511  431959 430490 1 1  02/26/2014 1725 3 2 1 1 2 3 2 76 11
12R0178  423047 437663 2 1  02/27/2014 549  3 2 4 2 1 3 1 60 5 
12R0675  430717 434135 1 2  02/27/2014 1300 6 1 1 1 1 3 1 18 4 
12R0675  430717 434135 1 2  02/27/2014 1300 6 1 1 1 3 3 1 19 4 
12R1124  437735 433076 1 1  02/27/2014 1654 3 1 1 1 1 3 1 29 9 
12R1413  429180 431912 2 2  02/27/2014 1916 6 1 4 1 2 3 1 18 9 
12R1413  429180 431912 2 2  02/27/2014 1916 6 1 4 1 2 3 1 19 9 
